stop_id,stop_name,route_name,latitude,longitude
IDFM:42107,Les Mobiles,T8,48.949688531186794,2.3298359704014917
IDFM:42130,Pablo Neruda,T8,48.95660556715761,2.3431292576788487
IDFM:42134,Pablo Neruda,T8,48.95669563749724,2.343155430985437
IDFM:42119,Paul Éluard,T8,48.93964784415011,2.3452545555086055
IDFM:42124,Paul Éluard,T8,48.93971019310891,2.3451445619236657
IDFM:42118,Pierre de Geyter,T8,48.93198137103362,2.3526942374838447
IDFM:42121,Pierre de Geyter,T8,48.93203598815413,2.352816399576181
IDFM:42104,Rose Bertin,T8,48.95326677412415,2.315356850330502
IDFM:42108,Rose Bertin,T8,48.953176619462994,2.315317073249133
IDFM:42122,Saint-Denis - Gare,T8,48.93529153276368,2.34786192297457
IDFM:42126,Saint-Denis - Gare,T8,48.93525489527047,2.3477395329422346
IDFM:42120,Saint-Denis - Porte de Paris,T8,48.9298566726865,2.357265622467154
IDFM:42123,Saint-Denis - Porte de Paris,T8,48.92974869176176,2.3572533079864235
IDFM:42127,Villetaneuse - Université,T8,48.95931503044353,2.341975216299932
IDFM:42129,Villetaneuse - Université,T8,48.95926160265617,2.342071486091147
IDFM:478993,Beethoven - Concorde,T9,48.79886938294268,2.3815473189324092
IDFM:478996,Beethoven - Concorde,T9,48.798832845790145,2.3814388386870005
IDFM:478992,Camille Groult,T9,48.78567462213213,2.3919526005440157
IDFM:479013,Camille Groult,T9,48.78569295540971,2.392020440579232
IDFM:479010,Carle - Darthé,T9,48.75929870781409,2.4088564991148567
IDFM:479012,Carle - Darthé,T9,48.75927125525871,2.408761583192876
IDFM:479006,Châteaudun - Barbès,T9,48.81538623660664,2.368563652805612
IDFM:479007,Châteaudun - Barbès,T9,48.81534062302121,2.368441638581585
IDFM:479008,Christophe Colomb,T9,48.752170331546736,2.417003173639414
IDFM:479009,Christophe Colomb,T9,48.75214281888013,2.416894665176663
IDFM:479004,Cimetière Parisien d'Ivry,T9,48.8126993138848,2.3706933301011173
IDFM:479005,Cimetière Parisien d'Ivry,T9,48.81265370236395,2.370571320300874
IDFM:479002,Constant Coquelin,T9,48.783111810398914,2.3938198227601535
IDFM:479003,Constant Coquelin,T9,48.78308434646516,2.393724871435947
IDFM:479000,Four - Peary,T9,48.75454706233827,2.4119572796684805
IDFM:479001,Four - Peary,T9,48.75451048437987,2.411835268413899
IDFM:478998,Germaine Tailleferre,T9,48.80332022767745,2.377859246357863
IDFM:478999,Germaine Tailleferre,T9,48.80329282241969,2.377777881154749
IDFM:478991,La Briqueterie,T9,48.80732505068007,2.3748975641912837
IDFM:478995,La Briqueterie,T9,48.80726167021094,2.374816625508716
IDFM:478983,Les Saules,T9,48.74688730805608,2.41631412411825
IDFM:478985,Les Saules,T9,48.74696798662078,2.416258819866824
IDFM:478977,Mairie de Vitry-sur-Seine,T9,48.7898227080983,2.3887871516553467
IDFM:478997,Mairie de Vitry-sur-Seine,T9,48.790565474335686,2.388057013379568
IDFM:478975,Musée MAC VAL,T9,48.79286792850484,2.3863012042287175
IDFM:478976,Musée MAC VAL,T9,48.79284038892166,2.3861926273210377
IDFM:478974,Orly - Gaston Viens,T9,48.745104626447,2.4086363760996408
IDFM:478981,Orly - Gaston Viens,T9,48.745023883930926,2.4086780908021588
IDFM:478979,Porte de Choisy,T9,48.81950560222635,2.3652042061445444
IDFM:478980,Porte de Choisy,T9,48.81946912322122,2.3651093131296355
IDFM:478978,Rouget de Lisle,T9,48.76387937297847,2.405757099348053
IDFM:478986,Rouget de Lisle,T9,48.76391595684875,2.405879128241213
IDFM:478982,Trois Communes,T9,48.77299461822559,2.399393905543155
IDFM:478990,Trois Communes,T9,48.773022077897004,2.3994888414942355
IDFM:478988,Verdun - Hoche,T9,48.76842525723445,2.4029160706717363
IDFM:478989,Verdun - Hoche,T9,48.768397800176395,2.4028211412784803
IDFM:478973,Watteau - Rondenay,T9,48.77863704971284,2.3964438819631004
IDFM:478987,Watteau - Rondenay,T9,48.77861851256973,2.3963352252769674
